NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.1.b,Petroleum refining,Table_4-6,Tier 2 emission factor,"Process Furnaces, Heaters and Boilers",Natural Gas,,NA,Se,0.0112,mg/GJ,0.00375,0.0337,"US EPA (1998), chapter 1.4"
1.A.1.b,Petroleum refining,Table_4-7,Tier 2 emission factor,4-stroke lean burn gas engines,Natural Gas,,NA,SOx,0.281,g/GJ,0.169,0.393,"US EPA (2000), chapter 3.2; refers to 4 stroke lean combustion"
1.A.1.b,Petroleum refining,Table_4-8,Tier 2 emission factor,Reciprocating Engines (compression injection),Gas Oil,,NA,Cr,1.36,mg/GJ,0.14,13.6,"US EPA (1998), chapter 1.3"
1.A.1.b,Petroleum refining,Table_4-8,Tier 2 emission factor,Reciprocating Engines (compression injection),Gas Oil,,NA,BC,78,% of PM2.5,63,93,"Hernandez et al., 2004"
1.A.1.b,Petroleum refining,Table_4-8,Tier 2 emission factor,Reciprocating Engines (compression injection),Gas Oil,,NA,PM2.5,21.7,g/GJ,10.8,43.4,"US EPA (1996), chapter 3.4"
1.A.1.b,Petroleum refining,Table_4-8,Tier 2 emission factor,Reciprocating Engines (compression injection),Gas Oil,,NA,Se,6.79,mg/GJ,0.68,67.9,"US EPA (1998), chapter 1.3"
1.A.1.b,Petroleum refining,Table_4-8,Tier 2 emission factor,Reciprocating Engines (compression injection),Gas Oil,,NA,Ni,1.36,mg/GJ,0.14,13.6,"US EPA (1998), chapter 1.3"
1.A.1.b,Petroleum refining,Table_4-4,Tier 2 emission factor,"Process Furnaces, Heaters and Boilers",Residual Oil (Refinery Fuel Oil),,NA,Zn,49.3,mg/GJ,9.86,247,"API (1998, 2002)"
1.A.1.b,Petroleum refining,Table_4-2,Tier 1 emission factor,NA,Refinery Gas,,NA,PM10,0.89,g/GJ,0.297,2.67,"US EPA (1998), chapter 1.4"
1.A.1.b,Petroleum refining,Table_4-2,Tier 1 emission factor,NA,Refinery Gas,,NA,Hg,0.372,mg/GJ,0.2,0.5,CONCAWE Report 9/2016
1.A.1.b,Petroleum refining,Table_4-2,Tier 1 emission factor,NA,Refinery Gas,,NA,Benzo(b)fluoranthene,1.14,µg/GJ,0.379,3.41,"API (1998, 2002)"
1.A.1.b,Petroleum refining,Table_4-2,Tier 1 emission factor,NA,Refinery Gas,,NA,"Indeno(1,2,3-cd)pyrene",0.631,µg/GJ,0.21,1.89,"API (1998, 2002)"
1.A.1.b,Petroleum refining,Table_4-2,Tier 1 emission factor,NA,Refinery Gas,,NA,Zn,17,mg/GJ,12,22,CONCAWE Report 9/2016
1.A.1.c,Manufacture of solid fuels and other energy industries,Table_5-3,Tier 2 emission factor,Coke oven (without byproduct recovery),Coal,,NA,CO,25,g/Mg Coal,12.5,50,"US EPA (2008), chapter 12.2"
1.A.1.c,Manufacture of solid fuels and other energy industries,Table_5-3,Tier 2 emission factor,Coke oven (without byproduct recovery),Coal,,NA,PCDD/F,738,ng I-TEQ/Mg Coal,234,2335,UNEP (2005)
1.A.1.c,Manufacture of solid fuels and other energy industries,Table_5-3,Tier 2 emission factor,Coke oven (without byproduct recovery),Coal,,NA,TSP,2700,g/Mg Coal,1350,5400,"US EPA (2008), chapter 12.2"
1.A.1.c,Manufacture of solid fuels and other energy industries,Table_5-3,Tier 2 emission factor,Coke oven (without byproduct recovery),Coal,,NA,Cr,320,mg/Mg Coal,160,640,"US EPA (2008), chapter 12.2"
1.A.1.c,Manufacture of solid fuels and other energy industries,Table_5-3,Tier 2 emission factor,Coke oven (without byproduct recovery),Coal,,NA,PM2.5,1913,g/Mg Coal,957,3826,"US EPA (2008), chapter 12.2"
1.A.1.c,Manufacture of solid fuels and other energy industries,Table_5-1,Tier 1 emission factor,NA,Coal,,NA,As,11,mg/GJ,2.2,55,See note in Guidebook chapter
1.A.1.c,Manufacture of solid fuels and other energy industries,Table_5-2,Tier 2 emission factor,Coke oven (byproduct recovery),Coal,,NA,NOx,820,g/Mg Coal,530,1200,"US EPA (2008), chapter 12.2"
1.A.1.c,Manufacture of solid fuels and other energy industries,Table_5-2,Tier 2 emission factor,Coke oven (byproduct recovery),Coal,,NA,CO,340,g/Mg Coal,170,680,"US EPA (2008), chapter 12.2"
1.A.2.a,Iron and steel,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Pb,0.08,mg/GJ,0.04,0.16,See note in Guidebook chapter
1.A.2.a,Iron and steel,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,"Indeno(1,2,3-cd)pyrene",1.08,µg/GJ,0.3,2.9,See note in Guidebook chapter
1.A.2.a,Iron and steel,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Zn,29,mg/GJ,15,58,See note in Guidebook chapter
1.A.2.a,Iron and steel,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,NMVOC,25,g/GJ,15,35,See note in Guidebook chapter
1.A.2.a,Iron and steel,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,As,0.19,mg/GJ,0.05,12,Struschka et al. (2008)
1.A.2.a,Iron and steel,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Zn,512,mg/GJ,80,1300,"Hedberg et al. (2002), Tissari et al. (2007) , Struschka et al. (2008), Lamberg et al. (2011)"
1.A.2.a,Iron and steel,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Ni,2,mg/GJ,0.5,16,"Hedberg et al. (2002), Struschka et al. (2008), Lamberg et al. (2011)"
1.A.2.a,Iron and steel,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Pb,27,mg/GJ,0.5,118,"Hedberg et al. (2002), Tissari et al. (2007) , Struschka et al. (2008), Lamberg et al. (2011)"
1.A.2.a,Iron and steel,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,PM10,143,g/GJ,71,285,"Naturvårdsverket, Sweden 3)"
1.A.2.a,Iron and steel,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,"Indeno(1,2,3-cd)pyrene",2.2,mg/GJ,1,3,Guidebook (2006) chapter B216
1.A.2.a,Iron and steel,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Benzo(k)fluoranthene,1.7,mg/GJ,0.2,1.7,See note in Guidebook chapter
1.A.2.a,Iron and steel,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cr,13.5,mg/GJ,0.5,20,Guidebook (2006) chapter B316
1.A.2.a,Iron and steel,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,As,4,mg/GJ,0.2,8,Guidebook (2006) chapter B316
1.A.2.a,Iron and steel,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Pb,134,mg/GJ,50,300,Guidebook (2006) chapter B316
1.A.2.a,Iron and steel,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PM10,117,g/GJ,60,240,Guidebook (2006) chapter B316
1.A.2.a,Iron and steel,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Zn,200,mg/GJ,50,500,Guidebook (2006) chapter B316
1.A.2.a,Iron and steel,Table_3-11,Tier 2 emission factor,Grey iron furnace,Coke/oil/gas,,NA,NOx,548,g/Mg charged,300,1000,European Commission (2005)
1.A.2.a,Iron and steel,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Cu,0.0026,mg/GJ,0.0013,0.0051,See note in Guidebook chapter
1.A.2.a,Iron and steel,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,"Indeno(1,2,3-cd)pyrene",18.5,mg/GJ,5,80,Guidebook (2006) chapter B316
1.A.2.a,Iron and steel,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PCB,170,µg/GJ,85,260,Kakareka et al. (2004)
1.A.2.a,Iron and steel,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,PM10,0.78,g/GJ,0.47,1.09,See note in Guidebook chapter
1.A.2.a,Iron and steel,Table_3-9,Tier 2 emission factor,Pellitising Plants,Blast Furnace Gas/Coke Oven Gas/Nat Gas,,NA,NOx,287,g/tonne pellet,150,550,European Commission (2012a)
1.A.2.a,Iron and steel,Table_3-8,Tier 2 emission factor,Sinter Plants,Blast Furnace Gas/Coke Oven Gas,,NA,NOx,558,g/tonne sinter,302,1030,European Commission (2008)
1.A.2.a,Iron and steel,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,BC,28,% of PM2.5,11,39,"Goncalves et al. (2010), Fernandes et al. (2011), Schmidl et al. (2011) 4)"
1.A.2.a,Iron and steel,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,NH3,37,g/GJ,18,74,Roe et al. (2004) 2) 
1.A.2.b,Non-ferrous metals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Benzo(k)fluoranthene,1.7,mg/GJ,0.2,1.7,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Benzo(k)fluoranthene,1.1,µg/GJ,0.3,2.8,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,HCB,5,µg/GJ,0.1,30,Syc et al. (2011)
1.A.2.b,Non-ferrous metals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,PM2.5,140,g/GJ,70,279,"Naturvårdsverket, Sweden 3)"
1.A.2.b,Non-ferrous metals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,NMVOC,300,g/GJ,5,500,"Naturvårdsverket, Sweden"
1.A.2.b,Non-ferrous metals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,CO,570,g/GJ,50,4000,"EN 303 class 5 boilers, 150-300 kW"
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cd,1.8,mg/GJ,0.2,5,Guidebook (2006) chapter B316
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Pb,134,mg/GJ,50,300,Guidebook (2006) chapter B316
1.A.2.b,Non-ferrous metals,Table_3-17,Tier 2 emission factor,Secondary zinc production,Coke/gas/oil,,NA,NOx,1500,g/tonne,100,3950,European Commission (2001)
1.A.2.b,Non-ferrous metals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Cu,0.0026,mg/GJ,0.0013,0.0051,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-12,Tier 2 emission factor,Primary copper production,Coal/gas/oil,,NA,SOx,10300,g/tonne,6600,16000,European Commission (2001)
1.A.2.b,Non-ferrous metals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Cr,0.013,mg/GJ,0.007,0.026,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Cd,0.0009,mg/GJ,0.0003,0.0011,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Benzo(a)pyrene,45.5,mg/GJ,10,150,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Ni,0.008,mg/GJ,0.004,0.015,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,NOx,91,g/GJ,20,120,Lundgren et al. (2004) 1)
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Cu,0.22,mg/GJ,0.11,0.43,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,SOx,47,g/GJ,28,66,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,NMVOC,25,g/GJ,15,35,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,PM2.5,140,g/GJ,70,279,"Naturvårdsverket, Sweden 3)"
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Benzo(k)fluoranthene,23.7,mg/GJ,8,100,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Ni,13,mg/GJ,0.5,30,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,HCB,0.62,µg/GJ,0.31,1.2,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PM2.5,108,g/GJ,60,220,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Pb,0.08,mg/GJ,0.04,0.16,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Benzo(k)fluoranthene,1.1,µg/GJ,0.3,2.8,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Benzo(a)pyrene,0.72,µg/GJ,0.2,1.9,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,"Indeno(1,2,3-cd)pyrene",1.08,µg/GJ,0.3,2.9,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,PM2.5,0.78,g/GJ,0.47,1.09,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Hg,0.54,mg/GJ,0.26,1,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Ni,0.008,mg/GJ,0.004,0.015,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,PCDD/F,1.4,ng I-TEQ/GJ,0.3,7.1,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,BC,56,% of PM2.5,33,78,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,SOx,47,g/GJ,28,66,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Ni,2,mg/GJ,0.5,16,"Hedberg et al. (2002), Struschka et al. (2008), Lamberg et al. (2011)"
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Cd,0.006,mg/GJ,0.003,0.011,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,PCB,0.06,mg/GJ,0.012,0.3,Kakareka et al. (2004)
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Cr,23,mg/GJ,1,100,"Hedberg et al. (2002) , Struschka et al. (2008)"
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,As,0.19,mg/GJ,0.05,12,Struschka et al. (2008)
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,PM10,143,g/GJ,71,285,"Naturvårdsverket, Sweden 3)"
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,TSP,150,g/GJ,75,300,"Naturvårdsverket, Sweden"
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Zn,512,mg/GJ,80,1300,"Hedberg et al. (2002), Tissari et al. (2007) , Struschka et al. (2008), Lamberg et al. (2011)"
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PCDD/F,203,ng I-TEQ/GJ,40,500,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cu,17.5,mg/GJ,5,50,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,NMVOC,88.8,g/GJ,10,300,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,CO,931,g/GJ,150,2000,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,NOx,173,g/GJ,150,200,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,As,4,mg/GJ,0.2,8,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Zn,0.73,mg/GJ,0.36,1.5,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,CO,29,g/GJ,21,48,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,NMVOC,23,g/GJ,14,33,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,"Indeno(1,2,3-cd)pyrene",2.2,mg/GJ,1,3,Guidebook (2006) chapter B216
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,SOx,0.67,g/GJ,0.4,0.94,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,NMVOC,25,g/GJ,15,35,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,HCB,5,µg/GJ,0.1,30,Syc et al. (2011)
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,As,0.19,mg/GJ,0.05,12,Struschka et al. (2008)
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,PM2.5,140,g/GJ,70,279,"Naturvårdsverket, Sweden 3)"
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Hg,7.9,mg/GJ,5,10,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PCDD/F,203,ng I-TEQ/GJ,40,500,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PCB,170,µg/GJ,85,260,Kakareka et al. (2004)
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Zn,200,mg/GJ,50,500,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Se,1.8,mg/GJ,0.2,3,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,NMVOC,88.8,g/GJ,10,300,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Benzo(a)pyrene,0.72,µg/GJ,0.2,1.9,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,BC,4,% of PM2.5,2.1,7,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,SOx,900,g/GJ,450,1000,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Benzo(k)fluoranthene,1.1,µg/GJ,0.3,2.8,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Ni,0.013,mg/GJ,0.006,0.026,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,TSP,0.78,g/GJ,0.47,1.09,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,NOx,74,g/GJ,46,103,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,PM2.5,0.78,g/GJ,0.47,1.09,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,As,0.1,mg/GJ,0.05,0.19,See note in Guidebook chapter
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_30,Tier 2 emission factor,1991-Stage I,Gasoline: two-stroke,,NA,CH4,17284,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_30,Tier 2 emission factor,1991-Stage I,Gasoline: two-stroke,,NA,CO,621083,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_29,Tier 2 emission factor,1981-1990,Gasoline: two-stroke,,NA,N2O,16,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_30,Tier 2 emission factor,1991-Stage I,Gasoline: two-stroke,,NA,N2O,16,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_29,Tier 2 emission factor,1981-1990,Gasoline: two-stroke,,NA,PM10,4786,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_29,Tier 2 emission factor,1981-1990,Gasoline: two-stroke,,NA,CH4,19462,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_31,Tier 2 emission factor,Stage I,Gasoline: two-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_30,Tier 2 emission factor,1991-Stage I,Gasoline: two-stroke,,NA,TSP,3869,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_30,Tier 2 emission factor,1991-Stage I,Gasoline: two-stroke,,NA,PM10,3869,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_26,Tier 2 emission factor,Stage IV,Diesel,,NA,CO,6019,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_28,Tier 2 emission factor,< 1981,Gasoline: two-stroke,,NA,TSP,7037,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_28,Tier 2 emission factor,< 1981,Gasoline: two-stroke,,NA,NH3,2,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_27,Tier 2 emission factor,Stage V,Diesel,,NA,N2O,136,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_27,Tier 2 emission factor,Stage V,Diesel,,NA,PM10,116,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_33,Tier 2 emission factor,Stage IIIA,Gasoline: two-stroke,,NA,TSP,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_36,Tier 2 emission factor,Stage V,Gasoline: two-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,NOx,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,NMVOC,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,NH3,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_38,Tier 2 emission factor,1981-1990,Gasoline: four-stroke,,NA,CO,836966,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,CH4,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_32,Tier 2 emission factor,Stage II,Gasoline: two-stroke,,NA,PM10,4299,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_33,Tier 2 emission factor,Stage IIIA,Gasoline: two-stroke,,NA,CO2,,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_32,Tier 2 emission factor,Stage II,Gasoline: two-stroke,,NA,NMVOC,113157,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_32,Tier 2 emission factor,Stage II,Gasoline: two-stroke,,NA,N2O,20,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_32,Tier 2 emission factor,Stage II,Gasoline: two-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_34,Tier 2 emission factor,Stage IIIB,Gasoline: two-stroke,,NA,NOx,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_34,Tier 2 emission factor,Stage IIIB,Gasoline: two-stroke,,NA,CO2,,kg/tonnes fuel,,,Winther 2016
